BU_ID,Country,Region,Quarter,SKU_NUMBER,SKU_AGE,Category,Revenue,Margin,Revenue_Rng
5102,Ireland,EMEA,FY22Q3,450-ALJI,1,ACCESSORIES,22818.3598,17841.7648,Revenue > Mean
5102,Ireland,EMEA,FY22Q3,450-ALJL,1,ACCESSORIES,178.2797,140.7797,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-12134,9,BATTERY,234.667,197.529,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BBFX,9,BATTERY,45.704,18.025,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BBMV,8,BATTERY,443.5115,201.7155,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BBOH,8,BATTERY,97.5666,71.8646,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BBSY,7,BATTERY,1409.774,1028.35,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BBUM,7,BATTERY,92.9619,70.6729,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BBUQ,7,BATTERY,95.6698,68.0808,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BBZG,6,BATTERY,1286.4074,865.8614,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BBZT,6,BATTERY,75.0802,50.5112,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BCDV,5,BATTERY,10598.8256,947.7556,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BCGI,4,BATTERY,483.7768,293.4608,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BCHV,4,BATTERY,61.7004,29.7314,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BCLR,3,BATTERY,31.9813,8.1223,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BCNS,3,BATTERY,260.2613,204.2433,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BCNX,3,BATTERY,91.408,62.669,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BCOG,3,BATTERY,51.4398,17.7908,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BCQY,2,BATTERY,159.3927,118.4147,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BCRD,2,BATTERY,149.8176,117.7796,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,451-BCRE,2,BATTERY,209.3928,154.1148,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,452-BDOK,3,ACCESSORIES,7767.4633,1024.5033,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,452-BDQD,2,ACCESSORIES,405.6915,292.5415,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,460-BDBM,3,CHASSIS/COVER/PANEL/BEZEL,118.3505,45.3305,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,470-13627,9,Networking,27.4677,5.4677,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,470-ABBT,8,Networking,6123.7525,2190.0975,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,470-ABEL,8,Networking,26667.7237,14247.3857,Revenue > Mean
5102,Ireland,EMEA,FY22Q3,470-ABEO,8,Networking,64.2369,43.5369,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,470-ABZX,6,Networking,4222.9536,1937.6136,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,490-BFSR,3,VIDEO BOARD,1221.4279,624.0839,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,490-BHCK,1,VIDEO BOARD,4501.2498,2414.4268,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,492-BBNP,8,ACCESSORIES,182.1874,116.0974,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,492-BBSC,7,ACCESSORIES,1830.4788,1512.0938,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,492-BBUU,6,ACCESSORIES,108.2956,81.9856,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,540-BBMO,7,NETWORKING CARDS,14505.01,5343.01,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,540-BCGU,4,NETWORKING CARDS,37.1916,24.7316,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,575-BBSH,5,BRACKETS/SHIELDS/CLIPS,320.0879,238.1879,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-ADFP,7,Accessories/Desktop,1487.7906,822.4686,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-AIWF,3,Accessories/Desktop,34772.5561,14101.3561,Revenue > Mean
5102,Ireland,EMEA,FY22Q3,580-AIWH,3,Accessories/Desktop,1399.685,420.935,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-AIWM,3,Accessories/Desktop,1942.7285,-14.7715,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-AIWR,3,Accessories/Desktop,571.1857,179.6857,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-AIWW,3,Accessories/Desktop,309.1189,74.2189,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-AJQJ,1,Accessories/Desktop,116.1566,23.8166,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-AJQO,1,Accessories/Desktop,30842.1589,10896.7189,Revenue > Mean
5102,Ireland,EMEA,FY22Q3,580-AJRD,1,Accessories/Desktop,224.7493,95.3193,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-AJRE,1,Accessories/Desktop,59.9865,23.0065,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-AJRJ,1,Accessories/Desktop,140.0827,67.7627,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-AJRL,1,Accessories/Desktop,246.2873,98.3673,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-AJRP,1,Accessories/Desktop,64.2141,28.0541,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-AJRQ,1,Accessories/Desktop,220.5217,91.0917,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,580-AJRU,1,Accessories/Desktop,107159.1704,45421.0604,Revenue > Mean
5102,Ireland,EMEA,FY22Q3,580-AKFC,1,Accessories/Desktop,453.692,188.952,Revenue < Mean
5102,Ireland,EMEA,FY22Q3,784-BBBI,7,CD-ROM,967.2669,517.9869,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,321-BDUH,4,CHASSIS/COVER/PANEL/BEZEL,2934.61,705.01,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,325-BDDW,4,NETWORKING CARDS,465.0,274.59,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,325-BDOI,3,NETWORKING CARDS,153.771,-12.739,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,325-BDWY,2,CHASSIS/COVER/PANEL/BEZEL,1880.7196,190.7196,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,325-BDXB,2,ACCESSORIES,240.0,24.1,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,400-APYM,6,HD,115.1283,43.0063,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,429-AAYT,6,CD-ROM,180.0,64.41,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,429-AAZZ,6,CD-ROM,36.0,12.482,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,429-ABKD,3,CD-ROM,75.0,18.255,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,429-ABKV,2,CD-ROM,2408.28,492.052,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,429-ABLD,2,CD-ROM,340.0,124.49,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,444-BBCV,2,ACCESSORIES,548.448,277.688,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-18168,10,Power Peripherals Fulfilled,2979.0596,1211.0646,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-18919,9,Power Peripherals Fulfilled,2414.6678,1684.9028,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-19036,9,Power Peripherals Fulfilled,241.2714,108.9964,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-19221,1,ACCESSORIES,2518.3817,1824.5267,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-19222,1,ACCESSORIES,850.27,500.895,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-ABFO,9,ACCESSORIES,42.37,33.405,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-ABFS,9,ACCESSORIES,12993.035,6103.985,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-ABFW,9,ACCESSORIES,360.0,106.65,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-ABJM,9,CABLE,14.0996,12.6896,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-ABJQ,9,ACCESSORIES,1421.3944,719.5944,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-ABJS,9,ACCESSORIES,350.0,173.45,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AECK,8,ACCESSORIES,126.0,60.255,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AECL,8,ACCESSORIES,10895.8073,6225.1323,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AGNS,5,ACCESSORIES,639.856,267.156,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AGOD,5,ACCESSORIES,944.4639,451.3739,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AGOQ,5,ACCESSORIES,16476.872,7224.122,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AGRU,5,ACCESSORIES,3137.4,922.5,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AHRG,4,ACCESSORIES,2680.7526,1194.0026,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AHRK,4,ACCESSORIES,5830.99,2811.49,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AHRM,4,ACCESSORIES,565.9,269.15,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AIYY,3,ACCESSORIES,105.1192,24.2542,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AKVB,1,ACCESSORIES,2473.3354,1232.6354,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AKVD,1,ACCESSORIES,355.4628,167.2128,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-AKYU,1,POWER SUPPLY,35.6262,4.5212,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-ALJF,1,ACCESSORIES,1170.0,881.85,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-ALJI,1,ACCESSORIES,1912.6795,1432.1095,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,450-ALJL,1,ACCESSORIES,34800.238,24641.393,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,451-12134,9,BATTERY,3666.2033,1567.9063,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BBMV,8,BATTERY,2671.1802,555.4652,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BBSY,7,BATTERY,611.7136,444.8406,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BBUM,7,BATTERY,255.6224,166.4664,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BBUQ,7,BATTERY,851.8652,355.2632,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BBZG,6,BATTERY,742.161,411.732,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BBZT,6,BATTERY,50208.68,28096.58,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,451-BCCO,5,BATTERY,125.13,37.2,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BCDH,5,BATTERY,1252.8609,373.2479,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BCDV,5,BATTERY,14640.6058,3133.5608,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BCGI,4,BATTERY,113.1402,65.5612,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BCJE,4,BATTERY,172.1898,69.1128,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BCNS,3,BATTERY,145.2701,61.2431,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BCNX,3,BATTERY,507.2447,133.6377,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BCQY,2,BATTERY,213.689,90.755,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BCQZ,2,BATTERY,413.0,83.454,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,451-BCRE,2,BATTERY,161.2436,104.4406,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,452-BDPR,2,ACCESSORIES,177.58,100.26,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,452-BDRS,2,ACCESSORIES,471.8938,204.3438,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,460-BBGO,9,CHASSIS/COVER/PANEL/BEZEL,6505.3099,910.9099,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,460-BDBM,3,CHASSIS/COVER/PANEL/BEZEL,68.556,19.876,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,470-ABBT,8,Networking,9937.6158,3935.6508,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,470-ABEL,8,Networking,5421.1676,2496.1976,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,470-ABEO,8,Networking,2166.1952,1176.1752,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,470-ABZX,6,Networking,3375.6058,1053.1058,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,490-BBVN,8,VIDEO BOARD,6103.5437,2498.8437,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,490-BDTB,5,VIDEO BOARD,992.71,455.236,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,490-BFCZ,3,VIDEO BOARD,17750.0,3631.05,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,490-BGBN,2,VIDEO BOARD,375.0,84.82,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,490-BGRR,1,VIDEO BOARD,342.78,79.38,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,490-BGZT,1,VIDEO BOARD,285.0,61.077,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,490-BHCK,1,VIDEO BOARD,2584.15,494.749,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,490-BHQD,1,VIDEO BOARD,2601.55,669.736,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,492-BBNO,8,ACCESSORIES,651.8532,389.2282,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,492-BBSD,7,ACCESSORIES,57.8612,37.7462,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,492-BCBK,6,ACCESSORIES,394.32,252.85,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,540-BBJD,8,NETWORKING CARDS,730.7151,428.1501,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,540-BBMO,7,NETWORKING CARDS,179.0682,102.7182,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,555-BFKO,3,MODEM,8316.9854,2044.3554,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,575-BBRY,5,ACCESSORIES,102.834,74.964,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,575-BBWY,4,BRACKETS/SHIELDS/CLIPS,5.713,2.303,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-ADFP,7,Accessories/Desktop,684.984,264.066,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-ADFU,7,Accessories/Desktop,10882.15,4098.826,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AIWE,3,Accessories/Desktop,5597.0032,977.3032,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AIWF,3,Accessories/Desktop,537.022,145.522,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AIWG,3,Accessories/Desktop,6129.47,1235.72,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AIWH,3,Accessories/Desktop,5680.6409,1139.2409,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AIWL,3,Accessories/Desktop,30834.09,2606.94,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,580-AIWM,3,Accessories/Desktop,85113.3834,15230.6334,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,580-AIWR,3,Accessories/Desktop,1141.8,280.5,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AIWS,3,Accessories/Desktop,15637.593,2639.793,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJQF,1,Accessories/Desktop,10350.7785,2825.0685,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJQH,1,Accessories/Desktop,91.1452,44.9752,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJQI,1,Accessories/Desktop,12706.7507,3241.9007,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJQJ,1,Accessories/Desktop,88102.2523,22356.1723,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJQL,1,Accessories/Desktop,8200.2,1967.25,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJQM,1,Accessories/Desktop,2605.45,620.14,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJQO,1,Accessories/Desktop,4288.6745,1241.4545,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJQP,1,Accessories/Desktop,20738.151,5225.031,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJQQ,1,Accessories/Desktop,9145.34,3004.73,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJQT,1,Accessories/Desktop,32872.8305,8218.0505,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJQV,1,Accessories/Desktop,89.62,43.45,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJQZ,1,Accessories/Desktop,136840.42,35655.05,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJRC,1,Accessories/Desktop,52857.8107,11755.3207,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJRF,1,Accessories/Desktop,21051.2737,5140.8737,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJRH,1,Accessories/Desktop,399.73,122.38,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJRL,1,Accessories/Desktop,15472.28,4563.18,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJRM,1,Accessories/Desktop,6829.0685,2262.0385,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJRP,1,Accessories/Desktop,55945.957,13548.357,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJRT,1,Accessories/Desktop,63.13,7.66,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJRU,1,Accessories/Desktop,5416.38,1644.42,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJRV,1,Accessories/Desktop,23114.5344,5305.3144,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJRX,1,Accessories/Desktop,2387.3941,561.3141,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJRY,1,Accessories/Desktop,16036.57,3407.9,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AJRZ,1,Accessories/Desktop,27579.8159,5865.7359,Revenue > Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKEZ,1,Accessories/Desktop,420.69,137.04,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKFB,1,Accessories/Desktop,1058.4,302.0,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKFH,1,Accessories/Desktop,101.73,26.09,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKFW,1,Accessories/Desktop,1686.4776,407.4776,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKFX,1,Accessories/Desktop,2255.22,646.36,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKFZ,1,Accessories/Desktop,12559.2156,3109.4156,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKGD,1,Accessories/Desktop,9932.0,2222.0,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKGG,1,Accessories/Desktop,2529.7164,611.2164,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKGH,1,Accessories/Desktop,4207.5,965.0,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKGJ,1,Accessories/Desktop,1686.4776,407.4776,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKGL,1,Accessories/Desktop,9762.0,2088.0,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKGO,1,Accessories/Desktop,3366.0,808.0,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,580-AKHI,0,Accessories/Desktop,526.51,142.09,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,725-BBES,5,ACCESSORIES,62.3174,24.7574,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,750-ABJR,4,ACCESSORIES,1677.3139,524.4139,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,750-ABJT,4,ACCESSORIES,6.48,-0.06,Revenue < Mean
5455,E.D.B.,EMEA,FY22Q3,784-BBBI,7,CD-ROM,30536.5202,10059.7202,Revenue > Mean
6161,Italy,EMEA,FY22Q3,321-BDSB,4,NETWORKING CARDS,3.7134,0.8734,Revenue < Mean
6161,Italy,EMEA,FY22Q3,325-BDHB,4,Enterprise Server HW,84.8494,58.1294,Revenue < Mean
6161,Italy,EMEA,FY22Q3,325-BDXB,2,ACCESSORIES,14.4538,4.6578,Revenue < Mean
6161,Italy,EMEA,FY22Q3,400-APYM,6,HD,263.5978,83.2928,Revenue < Mean
6161,Italy,EMEA,FY22Q3,400-AYLK,4,HD,159.9411,90.1191,Revenue < Mean
6161,Italy,EMEA,FY22Q3,400-AYTC,4,HD,628.43,189.42,Revenue < Mean
6161,Italy,EMEA,FY22Q3,400-AYTD,4,HD,339.4321,111.1321,Revenue < Mean
6161,Italy,EMEA,FY22Q3,400-BBSI,4,ACCESSORIES,62.843,27.379,Revenue < Mean
6161,Italy,EMEA,FY22Q3,400-BNVX,1,HD,2654.8082,313.5682,Revenue < Mean
6161,Italy,EMEA,FY22Q3,412-AAQW,4,ACCESSORIES,4.5589,2.4629,Revenue < Mean
6161,Italy,EMEA,FY22Q3,429-ABKV,2,CD-ROM,7352.631,1474.631,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-15098,12,Power Peripherals Fulfilled,57.4156,36.3906,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-18148,10,Power Peripherals Fulfilled,58.661,48.266,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-18170,10,Power Peripherals Fulfilled,619.4031,534.0231,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-18652,10,Power Peripherals Fulfilled,513.8043,389.1843,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-18765,10,POS/Tablets/Other,264.226,226.036,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-18922,9,Power Peripherals Fulfilled,1571.4629,1145.9779,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-19038,9,Power Peripherals Fulfilled,641.9237,474.6937,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-19221,1,ACCESSORIES,81.2274,67.6224,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-19225,1,ACCESSORIES,146.207,119.197,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-19226,1,ACCESSORIES,395.2253,310.5953,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-ABFQ,9,ACCESSORIES,1010.012,790.962,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-ABJP,9,ACCESSORIES,125.4574,108.0124,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-ABKL,9,ACCESSORIES,99.6347,68.4797,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AECJ,8,ACCESSORIES,53.2451,45.9901,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AECL,8,ACCESSORIES,698.3911,568.8811,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AECM,8,ACCESSORIES,13388.0933,11030.4133,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AGNM,5,ACCESSORIES,2124.6528,1493.7828,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AGNP,5,ACCESSORIES,83.9468,65.2218,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AGNS,5,ACCESSORIES,184.4612,128.5562,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AGOQ,5,ACCESSORIES,670.2833,466.7283,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AGRR,5,ACCESSORIES,14006.7212,9345.1562,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AHND,4,CABLE,3.165,1.415,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AHRG,4,ACCESSORIES,61.5061,31.7711,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AHRK,4,ACCESSORIES,101.9884,71.7934,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AHRL,4,ACCESSORIES,2580.3901,1661.0851,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AIWR,3,ACCESSORIES,201.1889,108.5439,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AIYC,3,ACCESSORIES,69.3786,29.7666,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AIYI,3,ACCESSORIES,573.9045,299.3995,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AIZB,3,ACCESSORIES,669.7004,320.3254,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AIZP,3,ACCESSORIES,259.9299,142.1649,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AJBH,3,Power Peripherals Fulfilled,33.1354,14.5804,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AKUZ,1,ACCESSORIES,2291.1979,1527.6829,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-AKVQ,1,ACCESSORIES,5838.686,4357.516,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-ALJE,1,ACCESSORIES,12400.8647,9941.9647,Revenue < Mean
6161,Italy,EMEA,FY22Q3,450-ALJL,1,ACCESSORIES,214.9916,168.1166,Revenue < Mean
6161,Italy,EMEA,FY22Q3,451-12134,9,BATTERY,233.1474,196.0094,Revenue < Mean
6161,Italy,EMEA,FY22Q3,451-BBFS,9,BATTERY,263.5521,206.0141,Revenue < Mean
6161,Italy,EMEA,FY22Q3,451-BBFX,9,BATTERY,348.447,237.731,Revenue < Mean
6161,Italy,EMEA,FY22Q3,451-BBMV,8,BATTERY,3989.1934,1631.6824,Revenue < Mean
6161,Italy,EMEA,FY22Q3,451-BBSY,7,BATTERY,327.6291,256.1121,Revenue < Mean
6161,Italy,EMEA,FY22Q3,451-BBUM,7,BATTERY,265.4488,154.0038,Revenue < Mean
6161,Italy,EMEA,FY22Q3,451-BBUQ,7,BATTERY,826.1221,550.2321,Revenue < Mean
6161,Italy,EMEA,FY22Q3,451-BBZG,6,BATTERY,6237.2349,3834.1149,Revenue < Mean
6161,Italy,EMEA,FY22Q3,451-BBZP,6,BATTERY,1054.2424,738.2294,Revenue < Mean
6161,Italy,EMEA,FY22Q3,451-BBZT,6,BATTERY,1873.0751,1307.9881,Revenue < Mean
